timestamp,sum,mean,median,count,rate,btc_price,last
1582495196.832103,315.03,0.19,0.18,1662,0.92,9885.01,0.08
1582495227.1328614,320.57,0.19,0.17,1701,0.95,9885.01,-0.19
1582495257.1951907,320.7,0.19,0.17,1717,0.95,9885.01,0.04
1582495287.8931837,322.08,0.19,0.17,1728,0.96,9883.32,-0.34
1582495318.4646406,322.11,0.19,0.17,1723,0.96,9882.61,0.38
1582495349.0855114,323.66,0.19,0.17,1716,0.95,9880.89,-0.34
1582495384.0949824,327.91,0.19,0.17,1734,0.96,9880.89,0.3
1582495416.2223313,331.71,0.19,0.18,1729,0.96,9880.89,0.29
1582495446.5354197,333.37,0.19,0.18,1726,0.96,9880.89,0.63
1582495476.9728355,334.62,0.19,0.18,1741,0.97,9880.89,0.25
1582495508.1867929,333.22,0.19,0.18,1736,0.96,9880.89,-0.34
1582495538.4420483,339.15,0.2,0.18,1732,0.96,9880.91,0.18
1582495568.5139358,343.03,0.2,0.18,1742,0.97,9880.96,0.35
1582495600.207262,344.61,0.2,0.18,1742,0.97,9881,0.48
1582495632.227414,341.95,0.2,0.18,1719,0.96,9882.61,-0.34
1582495663.687773,340.37,0.2,0.18,1719,0.96,9882.64,-0.25
1582495694.5994813,341.79,0.2,0.18,1721,0.96,9882.65,0.03
1582495730.0024722,344.22,0.2,0.18,1728,0.96,9885.03,0.23
1582495761.399972,342.53,0.2,0.18,1719,0.96,9885.03,-0.08
1582495794.6933892,342.65,0.2,0.18,1712,0.95,9885.19,-0.4
1582495825.8955982,340.48,0.2,0.18,1707,0.95,9885.93,0.35
1582495857.8501878,336.38,0.2,0.18,1695,0.94,9885.95,0.18
1582495888.4049108,336.97,0.2,0.18,1703,0.95,9886.58,-0.51
1582495918.4246373,338.56,0.2,0.18,1719,0.96,9886.59,-0.18
1582495949.0946004,333.67,0.2,0.18,1700,0.94,9886.64,0.51
1582495983.7315598,331.22,0.2,0.18,1685,0.94,9886.73,0.51
1582496014.9631631,332.84,0.2,0.18,1676,0.93,9886.79,0.45
1582496046.3776848,331.38,0.2,0.18,1668,0.93,9886.81,0.45
1582496078.161418,328.06,0.2,0.18,1657,0.92,9886.85,0.1
1582496108.7222586,326.8,0.2,0.18,1660,0.92,9886.91,0.38
1582496140.8253593,323.4,0.2,0.18,1648,0.92,9886.89,0.22
1582496171.8498063,324.83,0.2,0.18,1665,0.93,9886.88,-0.28
1582496202.215136,320.29,0.19,0.18,1656,0.92,9886.21,0.61
1582496232.422117,317.86,0.19,0.18,1648,0.92,9886.27,0.33
1582496263.451525,309.29,0.19,0.18,1642,0.91,9886.31,0.07
1582496293.9692597,309.37,0.19,0.18,1646,0.91,9886.33,0.94
1582496327.388944,310.5,0.19,0.18,1633,0.91,9886.33,0.67
1582496357.5809908,305.83,0.19,0.18,1634,0.91,9886.33,-0.1
1582496389.1644876,306.32,0.19,0.18,1630,0.91,9886.33,0.07
1582496419.822014,308.17,0.19,0.18,1641,0.91,9888.02,0.41
1582496449.901469,304.92,0.19,0.17,1643,0.91,9888.06,0.3
1582496480.104495,303.54,0.18,0.18,1641,0.91,9891.15,0.45
1582496510.296537,306.09,0.19,0.18,1649,0.92,9890.91,0.3
1582496540.7852674,311.97,0.19,0.18,1660,0.92,9890.99,0.34
1582496571.074264,309.06,0.19,0.18,1653,0.92,9891.08,0.28
1582496601.5063736,316.62,0.19,0.19,1675,0.93,9891.14,0.3
1582496633.4897265,318.79,0.19,0.19,1683,0.94,9891.22,0.42
1582496663.6267273,313.38,0.19,0.19,1684,0.94,9891.26,0.18
1582496694.4052324,314.54,0.19,0.19,1679,0.93,9891.32,0.25
1582496725.465512,313.55,0.19,0.19,1685,0.94,9891.34,0.46
1582496755.6788952,311.86,0.18,0.19,1697,0.94,9891.4,0.46
1582496786.264774,318.51,0.19,0.2,1711,0.95,9892.01,0.48
1582496816.6396189,318.47,0.19,0.2,1719,0.96,9893.4,0.47
1582496848.099888,318.47,0.19,0.21,1718,0.95,9893.16,0.46
1582496878.663333,318.56,0.19,0.21,1712,0.95,9893.51,0.3
1582496910.174663,320.33,0.19,0.21,1710,0.95,9893.55,-0.26
1582496940.687387,324.92,0.19,0.21,1738,0.97,9893.59,0.64
1582496974.546298,331.97,0.19,0.21,1753,0.97,9893.61,0.68
1582497005.0723128,335.36,0.19,0.21,1759,0.98,9894.94,0.46
1582497036.4635813,339.27,0.2,0.22,1731,0.96,9894.99,0.28
1582497066.5689213,348.06,0.2,0.23,1745,0.97,9893.33,0.07
1582497099.4312997,349.78,0.2,0.23,1736,0.96,9894.92,0.45
1582497129.5240405,350.47,0.2,0.24,1730,0.96,9894.4,0.11
1582497160.7091339,356.47,0.21,0.24,1736,0.96,9895,-0.42
1582497191.8470213,354.27,0.2,0.24,1734,0.96,9895,-0.1
1582497222.6579752,356.81,0.2,0.24,1748,0.97,9895,0.05
1582497253.880593,356.75,0.21,0.25,1729,0.96,9895,0.11
1582497285.43117,357.35,0.21,0.24,1732,0.96,9895,0.54
1582497317.1988106,355.31,0.2,0.24,1736,0.96,9898.93,-0.05
1582497347.2656186,356.08,0.21,0.25,1735,0.96,9898.86,0.15
1582497377.4191644,357.33,0.21,0.25,1736,0.96,9899.99,0.3
1582497408.378698,357.22,0.21,0.25,1742,0.97,9898.29,0.46
1582497438.9019153,355.61,0.21,0.25,1730,0.96,9900,0.39
1582497469.146104,355.59,0.21,0.25,1733,0.96,9900,0.3
1582497501.6057367,352.48,0.2,0.25,1741,0.97,9900,0.28
1582497534.9309273,351.75,0.2,0.25,1741,0.97,9899.99,-0.15
1582497565.3364382,353.31,0.2,0.25,1750,0.97,9900,0.48
1582497595.6855986,354.33,0.2,0.25,1753,0.97,9900,-0.34
1582497626.6501126,353.93,0.2,0.25,1753,0.97,9899.99,-0.1
1582497656.9831538,351.22,0.2,0.25,1744,0.97,9902.26,-0.67
1582497687.8124642,353.89,0.2,0.25,1746,0.97,9903.83,0.46
1582497717.9023852,354.61,0.2,0.25,1742,0.97,9904.34,0.18
1582497749.432921,359.16,0.2,0.25,1755,0.98,9903.99,-0.15
1582497781.803516,361.55,0.21,0.25,1753,0.97,9905.56,0.41
1582497815.100195,360.97,0.2,0.25,1763,0.98,9905.56,0.48
1582497845.8891838,362.27,0.2,0.25,1770,0.98,9906.3,0.16
1582497877.1976025,368.01,0.21,0.25,1782,0.99,9907.93,0.25
1582497907.2359662,370.01,0.21,0.25,1779,0.99,9908.92,0.18
1582497937.334602,374.02,0.21,0.25,1790,0.99,9908.61,0.31
