timestamp,sum,mean,median,count,rate,btc_price,last
1581706811.8065593,474.43,0.21,0.21,2220,1.23,10378.83,0.01
1581706843.175528,470.67,0.21,0.2,2227,1.24,10379.99,-0.02
1581706874.703623,475.75,0.21,0.2,2247,1.25,10382.09,0.31
1581706904.7551923,471.34,0.21,0.2,2256,1.26,10382.09,-0.39
1581706935.7592137,473.32,0.21,0.2,2264,1.26,10383.51,-0.35
1581706965.9221857,474.74,0.21,0.2,2255,1.25,10380.97,-0.05
1581706997.0312388,476.33,0.21,0.2,2254,1.25,10380.01,0.35
1581707027.2091794,479.69,0.21,0.2,2257,1.25,10380.88,0.51
1581707057.5977185,477.47,0.21,0.2,2252,1.25,10395.66,-0.42
1581707089.4341543,475.01,0.21,0.2,2254,1.25,10389.24,0.12
1581707120.8159308,478.15,0.21,0.2,2260,1.26,10385.72,-0.29
1581707154.7857294,474.44,0.21,0.2,2263,1.26,10384,0.15
1581707185.2089,470.67,0.21,0.2,2260,1.26,10380.01,0.15
1581707215.2414315,474.3,0.21,0.2,2271,1.26,10376.37,-0.08
1581707245.8406415,479.58,0.21,0.2,2279,1.27,10370.55,0.45
1581707277.3877645,480.83,0.21,0.2,2275,1.26,10368.97,-0.12
1581707307.92077,484.78,0.21,0.21,2287,1.27,10366.49,0.71
1581707338.119557,492.39,0.21,0.21,2299,1.28,10366.48,0.29
1581707369.1365757,494.04,0.21,0.21,2311,1.29,10364.75,-0.2
1581707400.1118863,494.33,0.21,0.21,2311,1.28,10361.29,-0.34
1581707430.5474024,502.91,0.22,0.22,2312,1.29,10360.82,0.65
1581707461.7724583,507.36,0.22,0.21,2323,1.29,10360,-0.08
1581707492.2462664,505.18,0.22,0.22,2313,1.29,10371.68,0.17
1581707526.4615674,507.27,0.22,0.21,2305,1.28,10373.22,-0.01
1581707557.775705,507.82,0.22,0.21,2303,1.28,10373.21,0.15
1581707588.20383,506.33,0.22,0.21,2295,1.28,10373.21,0.69
