timestamp,sum,mean,median,count,rate,btc_price,last
1581811194.4712427,292.54,0.2,0.22,1457,0.81,9911.22,0.27
1581811224.9651368,288.75,0.19,0.2,1486,0.83,9911.21,0.23
1581811255.395553,295.26,0.19,0.2,1521,0.85,9902,0.09
1581811287.4226024,296.83,0.19,0.2,1532,0.85,9899.88,0.54
1581811317.6244981,294.71,0.19,0.2,1524,0.85,9903.19,0.07
1581811347.641402,291.42,0.19,0.19,1521,0.85,9903.19,-0.04
1581811378.5612388,289.29,0.19,0.19,1512,0.84,9892,0.25
1581811409.128832,288.7,0.19,0.19,1514,0.84,9890,-0.15
1581811441.3634398,288.38,0.19,0.19,1511,0.84,9888.53,0.47
1581811471.9252317,292.69,0.19,0.19,1515,0.84,9880,0.47
1581811504.1888618,292.96,0.19,0.2,1505,0.84,9881.36,0.17
1581811536.0964286,291.94,0.19,0.19,1507,0.84,9881.95,0.45
1581811566.6423955,298.35,0.2,0.2,1508,0.84,9880,-0.01
1581811598.7150981,296.23,0.2,0.19,1518,0.84,9879,0.3
1581811629.496738,295.31,0.19,0.19,1517,0.84,9880.81,0.66
1581811659.5799103,294.45,0.19,0.18,1533,0.85,9876.01,-0.41
1581811690.2573571,286.64,0.19,0.18,1522,0.85,9875.01,0.23
1581811720.449153,283.76,0.19,0.18,1529,0.85,9875.01,0.05
1581811750.5705462,281.68,0.18,0.18,1523,0.85,9871.71,0.28
1581811782.2611713,276.67,0.18,0.18,1512,0.84,9871.01,0.47
1581811814.9090595,272.1,0.18,0.18,1499,0.83,9864.56,-0.24
1581811846.59289,268.48,0.18,0.18,1485,0.83,9856.33,-0.03
1581811879.2957602,268.13,0.18,0.18,1478,0.82,9864.71,0.82
1581811917.2212744,269.51,0.18,0.18,1475,0.82,9865.49,0.04
1581811947.2839177,268.12,0.18,0.18,1465,0.81,9867.52,-0.19
1581811977.4929314,269.41,0.18,0.18,1457,0.81,9866.86,0.15
1581812009.7239034,272.29,0.19,0.18,1458,0.81,9864.51,0.68
1581812039.9700496,271.71,0.19,0.18,1453,0.81,9872.68,0.14
1581812071.6619458,271.82,0.19,0.18,1468,0.82,9882.16,0.15
1581812106.6407228,278.47,0.19,0.18,1481,0.82,9893.96,-0.02
1581812136.7513888,278.12,0.19,0.18,1478,0.82,9896.96,0.25
1581812167.3335962,279.93,0.19,0.18,1485,0.83,9898.51,-0.06
1581812197.611455,277.45,0.19,0.18,1483,0.82,9900.53,0.34
1581812230.4888163,275.16,0.18,0.18,1488,0.83,9898.5,-0.07
1581812260.538182,274.88,0.18,0.18,1488,0.83,9898.5,0.16
1581812291.38907,275.05,0.19,0.18,1485,0.83,9898.29,-0.14
1581812321.5190182,276.68,0.19,0.18,1485,0.83,9898.23,0.47
1581812352.1776724,276.02,0.18,0.18,1495,0.83,9899.56,0.22
1581812384.4904578,279.79,0.19,0.18,1500,0.84,9900.9,-0.21
1581812415.7072043,279.89,0.19,0.17,1507,0.84,9900.01,0.15
1581812447.6477993,276.14,0.18,0.17,1496,0.83,9900.01,0.13
1581812478.289174,278.11,0.19,0.18,1496,0.83,9893.51,0.64
1581812509.9354763,273.69,0.18,0.17,1488,0.83,9893.79,0.28
1581812540.084884,272.29,0.18,0.17,1492,0.83,9897.69,0.72
1581812571.4027414,274.14,0.18,0.17,1496,0.83,9897.69,0.34
1581812602.1461112,270.85,0.18,0.17,1493,0.83,9897.68,0.14
1581812632.826655,267.07,0.18,0.17,1498,0.83,9897.69,-0.08
1581812663.508279,265.75,0.18,0.17,1488,0.83,9897.69,0.83
1581812694.7194355,267.7,0.18,0.17,1490,0.83,9897.68,0.85
1581812725.269652,266.47,0.18,0.17,1494,0.83,9904.36,0.37
1581812755.916764,267.69,0.18,0.17,1493,0.83,9909.93,0.67
1581812790.0884588,261.8,0.18,0.17,1481,0.82,9914.11,0.3
1581812820.318187,260.73,0.18,0.17,1478,0.82,9918.19,0.14
1581812851.6693943,261.27,0.18,0.17,1481,0.82,9921.32,0.41
1581812882.5659852,262.28,0.18,0.17,1487,0.83,9919.39,0.26
1581812913.5954556,263.51,0.18,0.17,1481,0.82,9919.32,0.16
1581812943.8580463,264.03,0.18,0.17,1487,0.83,9918.1,0.48
1581812975.57746,266.85,0.18,0.17,1481,0.82,9917.29,0.04
1581813006.3269246,265.45,0.18,0.17,1481,0.82,9911.49,0.09
1581813036.9968207,261.74,0.18,0.17,1437,0.8,9914.1,0.05
1581813067.9937856,259.11,0.18,0.17,1416,0.79,9907.5,0.12
1581813098.5218346,260.31,0.18,0.17,1412,0.79,9914.66,0.91
1581813129.2395296,265.62,0.19,0.17,1424,0.79,9914.24,0.36
1581813161.2761657,264.32,0.19,0.17,1418,0.79,9905.03,-0.05
1581813193.1654658,268.4,0.19,0.17,1431,0.8,9903.96,0.27
1581813224.1953552,264.14,0.18,0.17,1434,0.8,9906.87,0.3
1581813254.2374449,263.47,0.18,0.17,1436,0.8,9911.96,0.37
1581813285.4588392,265.78,0.18,0.17,1444,0.8,9911.72,0.31
1581813315.6611986,264.18,0.18,0.17,1441,0.8,9920.56,-0.11
1581813346.600752,263.7,0.18,0.17,1439,0.8,9920.56,-0.29
1581813376.9845538,262.68,0.18,0.17,1432,0.8,9920.56,0.76
1581813407.3030598,263.85,0.18,0.17,1437,0.8,9919.68,-0.15
1581813438.5753248,260.43,0.18,0.17,1415,0.79,9921.83,0.36
1581813470.1339104,261.39,0.19,0.17,1405,0.78,9921.83,0.36
1581813501.3440177,259.67,0.19,0.17,1398,0.78,9922.24,-0.06
1581813532.1718745,255.98,0.18,0.17,1395,0.78,9926.15,0.29
1581813564.6392074,258.06,0.19,0.17,1393,0.77,9926.15,0.18
1581813597.159225,257.77,0.18,0.17,1404,0.78,9926.15,0.21
1581813629.2823596,261.86,0.19,0.17,1413,0.79,9926.15,-0.31
1581813659.4861972,262.08,0.19,0.17,1414,0.79,9926.15,-0.08
1581813690.230477,259.59,0.18,0.17,1419,0.79,9921.49,0.47
1581813720.6759768,259.26,0.18,0.17,1421,0.79,9925.85,0.44
1581813750.8324287,256.45,0.18,0.17,1414,0.79,9925.85,0.36
1581813781.5514977,253.96,0.18,0.17,1416,0.79,9925.65,-0.23
1581813812.5629883,251.43,0.18,0.17,1415,0.79,9926.5,-0.04
1581813842.8495684,249.83,0.18,0.17,1411,0.78,9926.5,0.2
1581813873.0735784,252.95,0.18,0.17,1411,0.78,9924.01,0.76
1581813906.0428474,248.37,0.18,0.17,1405,0.78,9923,0.37
1581813936.6091077,248.21,0.18,0.17,1410,0.78,9923.02,0.54
1581813968.1016939,241.23,0.17,0.16,1394,0.77,9926.01,-0.6
1581814003.0825365,238.57,0.17,0.16,1388,0.77,9926.01,0.49
1581814035.2773592,241.05,0.17,0.16,1381,0.77,9927.49,0.06
1581814068.5661654,242,0.18,0.17,1375,0.77,9927.49,0.23
1581814098.8971608,242.63,0.18,0.17,1379,0.77,9926.01,-0.33
1581814130.0250854,241.17,0.18,0.17,1375,0.76,9923,0.3
1581814160.728816,242.14,0.18,0.17,1358,0.75,9912,-0.04
1581814193.8482287,244.31,0.18,0.17,1352,0.75,9916.2,0.54
1581814224.9517043,241.82,0.18,0.17,1340,0.74,9915,0.65
1581814255.7302508,244.24,0.18,0.17,1347,0.75,9921.3,0.12
1581814286.86126,242.07,0.18,0.17,1348,0.75,9918.88,0.19
1581814318.4406722,242.08,0.18,0.17,1333,0.74,9920,-0.24
1581814348.7201135,239.4,0.18,0.17,1321,0.73,9920,-0.1
1581814379.3043075,240.98,0.18,0.17,1326,0.74,9920,0.07
1581814410.5010014,244.31,0.18,0.18,1325,0.74,9921.13,0.16
1581814441.5231364,246.86,0.19,0.18,1324,0.74,9921.14,0.33
1581814471.8157084,246.8,0.19,0.18,1322,0.74,9925.25,-0.17
1581814502.8367977,242.6,0.19,0.18,1309,0.73,9926.01,0.5
1581814537.1911716,242.35,0.19,0.18,1295,0.72,9926.01,0.19
1581814578.306946,241.99,0.19,0.18,1293,0.72,9926,-0.29
1581814609.3211734,240.99,0.19,0.18,1293,0.72,9926,0.63
1581814643.315252,242.69,0.19,0.18,1284,0.71,9925,0.52
1581814673.4606123,243.92,0.19,0.19,1286,0.71,9926,0.16
1581814703.721822,247.29,0.19,0.19,1276,0.71,9926,-0.04
1581814734.865934,251.9,0.2,0.2,1278,0.71,9929.93,0.2
1581814765.247934,251.21,0.2,0.2,1282,0.71,9929.93,0.2
1581814797.4426072,250.66,0.2,0.2,1269,0.71,9931.05,0.58
1581814828.3528144,258.72,0.2,0.2,1298,0.72,9931.06,-0.15
1581814861.5543094,255.94,0.2,0.2,1283,0.71,9931.05,0.53
1581814893.5884252,256.24,0.2,0.2,1291,0.72,9936.46,-0.14
1581814923.8940449,254.53,0.2,0.2,1283,0.71,9931.71,0.23
1581814956.0373611,253.56,0.2,0.2,1282,0.71,9931.71,-0.1
1581814986.787683,251.16,0.2,0.2,1275,0.71,9931.06,0.54
1581815019.5021648,254.54,0.2,0.21,1272,0.71,9933.54,0.3
1581815049.8330576,255.96,0.2,0.2,1281,0.71,9931.07,0.29
1581815079.896242,256.67,0.2,0.2,1286,0.71,9933.53,0.01
1581815111.3993943,259.53,0.2,0.21,1287,0.72,9932.79,0.63
1581815141.5246606,260.78,0.2,0.21,1291,0.72,9932.79,0.65
1581815174.5003002,265.66,0.2,0.22,1300,0.72,9932.79,0.31
1581815206.1224275,266.8,0.2,0.22,1302,0.72,9920,-0.23
1581815236.5054786,267.33,0.2,0.22,1308,0.73,9922.4,0.17
1581815267.6419735,268.62,0.2,0.21,1328,0.74,9922.63,0.62
1581815298.0726628,268.43,0.2,0.21,1341,0.75,9921.51,0.3
1581815329.2928596,272.2,0.2,0.21,1338,0.74,9921.51,0.51
1581815360.2248836,270.17,0.2,0.21,1336,0.74,9924.48,-0.2
1581815390.9425094,270.31,0.2,0.21,1339,0.74,9926.18,0.34
1581815421.9972432,270.28,0.2,0.21,1350,0.75,9926.21,-0.06
1581815452.193272,271.35,0.2,0.22,1353,0.75,9926.22,0.36
1581815483.5003989,272.38,0.2,0.22,1356,0.75,9926.22,0.08
1581815514.023765,273.14,0.2,0.22,1349,0.75,9929.54,0.36
1581815544.8172996,275.89,0.2,0.22,1357,0.75,9929.29,-0.17
1581815576.5630064,278.59,0.2,0.22,1373,0.76,9929.29,-0.16
1581815607.3266327,278.68,0.2,0.21,1383,0.77,9933.54,0.22
1581815638.1641517,279.68,0.2,0.2,1398,0.78,9933.41,-0.06
1581815675.43769,278.18,0.2,0.2,1380,0.77,9933.42,0.17
1581815706.4828825,279.54,0.2,0.21,1380,0.77,9933.41,-0.04
1581815737.4568968,276.94,0.2,0.2,1374,0.76,9935.77,0.2
1581815768.163299,287.03,0.21,0.22,1392,0.77,9935.77,-0.2
1581815798.9638395,289.52,0.21,0.22,1394,0.78,9935.77,0.59
1581815829.529389,290.91,0.21,0.22,1396,0.78,9937.03,-0.1
1581815860.8554718,291.54,0.21,0.22,1389,0.77,9935.77,0.36
1581815891.605591,296.33,0.21,0.22,1400,0.78,9937.02,0.17
1581815921.718821,295.85,0.21,0.22,1398,0.78,9937.03,0.41
1581815952.9886491,295.45,0.21,0.22,1403,0.78,9937.63,0.84
1581815983.0701737,295.35,0.21,0.22,1412,0.78,9938.03,0.16
1581816013.137349,300.07,0.21,0.22,1418,0.79,9939.45,0.48
1581816046.3014762,298.42,0.21,0.22,1415,0.79,9937.51,0.34
1581816076.3446271,299.23,0.21,0.22,1422,0.79,9934.01,0.7
1581816107.4484391,299.77,0.21,0.22,1419,0.79,9933,0.17
1581816139.0966153,300.01,0.21,0.22,1421,0.79,9933.89,0.09
1581816169.991988,300.79,0.21,0.22,1421,0.79,9935.48,-0.21
1581816204.3906655,300.38,0.21,0.23,1419,0.79,9933.02,-0.04
