timestamp,sum,mean,median,count,rate,btc_price,last
1581858000.0890636,481.97,0.26,0.25,1871,1.04,9923.8,0.26
1581858031.5818965,480.22,0.25,0.25,1895,1.06,9920.32,0.54
1581858062.0818028,490.51,0.26,0.26,1916,1.06,9920.32,0.26
1581858093.0362797,498.36,0.26,0.26,1931,1.07,9917.02,0.26
1581858123.2072742,501.82,0.26,0.26,1943,1.08,9910.68,0.79
1581858154.0846877,508.68,0.26,0.26,1950,1.08,9912.09,0.79
1581858186.4423382,511.3,0.26,0.26,1960,1.09,9906.39,0.64
1581858216.812701,513.46,0.26,0.26,1973,1.1,9906.33,0.26
1581858247.0021136,516.81,0.26,0.26,1975,1.1,9906.33,0.62
1581858277.353254,520.73,0.26,0.26,1982,1.1,9898.14,0.15
1581858309.0466077,526.88,0.26,0.26,1994,1.11,9891,-0.14
1581858339.7721946,531.7,0.27,0.26,1999,1.11,9905.54,0.55
1581858369.9023087,531.84,0.27,0.26,1995,1.11,9905.79,0.26
1581858403.445652,538.85,0.27,0.26,2006,1.11,9901.04,0.36
1581858433.7982204,543.33,0.27,0.26,2009,1.12,9901.92,0.17
1581858463.8327117,543.04,0.27,0.26,2022,1.12,9903.19,0.15
1581858495.2947462,544.04,0.27,0.26,2036,1.13,9903.19,0.66
1581858526.7510073,538.3,0.27,0.26,2027,1.13,9903.57,0.16
1581858557.1157377,539.25,0.26,0.26,2039,1.13,9903.56,-0.23
1581858587.2641072,539.05,0.26,0.26,2037,1.13,9899.09,0.39
1581858617.3202085,539.62,0.26,0.26,2047,1.14,9898.63,0.79
1581858649.0140774,537.27,0.26,0.26,2062,1.15,9889.68,-0.14
1581858679.142749,543.21,0.26,0.26,2083,1.16,9886.93,0.16
1581858710.023497,545.87,0.26,0.26,2094,1.16,9892.76,0.27
1581858740.4090838,543.94,0.26,0.26,2095,1.16,9887.42,0.15
1581858770.7388508,544.33,0.26,0.26,2088,1.16,9888.19,-0.27
1581858800.9527,544.24,0.26,0.26,2097,1.17,9888.87,0.15
1581858832.2899184,548.64,0.26,0.26,2105,1.17,9887.85,0.57
1581858863.644176,546.54,0.26,0.26,2112,1.17,9886.09,-0.05
1581858894.8879397,548.53,0.26,0.26,2105,1.17,9885.41,0.36
1581858925.7193441,551.65,0.26,0.26,2115,1.18,9891.52,0.15
1581858956.4008846,558.79,0.26,0.26,2132,1.18,9903.73,-0.14
1581858988.7310174,562.81,0.26,0.26,2141,1.19,9896.46,0.25
1581859018.8732402,563.98,0.26,0.26,2151,1.2,9896.28,0.5
1581859051.2165,566.33,0.26,0.26,2155,1.2,9900.56,0.35
1581859081.3098264,567.57,0.26,0.26,2162,1.2,9907.83,-0.12
1581859113.1484249,565.1,0.26,0.26,2169,1.21,9907.84,0.06
1581859145.4832978,567.29,0.26,0.26,2170,1.21,9905.95,0.13
1581859176.3280363,571.93,0.26,0.26,2172,1.21,9905.05,-0.14
1581859207.2543263,581.24,0.27,0.26,2190,1.22,9895,0.11
1581859238.5669873,575.06,0.26,0.26,2187,1.22,9895.32,0.23
1581859269.2466407,563.3,0.26,0.26,2181,1.21,9890.07,0.15
1581859299.9536152,558.91,0.26,0.25,2182,1.21,9886.56,0.36
1581859330.0301507,555.34,0.25,0.25,2191,1.22,9882.91,0.27
1581859360.2552786,553.18,0.25,0.25,2213,1.23,9889.19,0.82
1581859390.9559376,553.19,0.25,0.25,2215,1.23,9886.92,0.55
1581859422.12785,549.45,0.25,0.25,2214,1.23,9882.08,0.41
1581859453.564857,549.8,0.25,0.25,2214,1.23,9884.69,0.15
1581859485.6070168,550.78,0.25,0.25,2211,1.23,9881.1,0.32
1581859516.1353328,550.17,0.25,0.25,2213,1.23,9886.46,0.23
1581859546.488195,552.93,0.25,0.25,2225,1.24,9886.12,0.41
1581859577.7853072,549.62,0.25,0.25,2241,1.25,9892.21,-0.3
1581859607.846466,554.37,0.25,0.25,2255,1.25,9895.6,0.27
1581859638.3320436,554.11,0.25,0.25,2258,1.25,9885.44,0.03
1581859668.7662125,549.44,0.24,0.25,2257,1.25,9887.14,0.02
1581859698.8806148,542.32,0.24,0.24,2255,1.25,9884.99,0.25
1581859730.6852143,542.34,0.24,0.24,2260,1.26,9886.79,0.57
1581859761.0438428,542.27,0.24,0.24,2263,1.26,9887.88,0.39
1581859791.4326546,547.41,0.24,0.24,2284,1.27,9890.07,0.29
1581859823.1533132,549.84,0.24,0.24,2274,1.26,9890.07,0.15
1581859853.2376032,549.88,0.24,0.24,2274,1.26,9884.24,0.68
1581859884.8579009,540,0.24,0.23,2257,1.25,9875.86,0.15
1581859915.7213128,542.24,0.24,0.23,2265,1.26,9875.86,0.26
1581859946.1703296,530.25,0.23,0.23,2270,1.26,9865.01,-0.06
1581859976.2583442,524.4,0.23,0.23,2270,1.26,9867.83,-0.54
1581860006.359255,527.5,0.23,0.23,2283,1.27,9883.82,0.52
1581860037.3394716,527.82,0.23,0.23,2287,1.27,9888.89,0.12
1581860067.4949036,527,0.23,0.22,2297,1.28,9914.99,0.36
1581860097.7082872,524.57,0.23,0.22,2307,1.28,9908.45,0.26
1581860128.1257691,528.88,0.23,0.22,2318,1.29,9911.26,0.91
1581860158.8233616,530.88,0.23,0.22,2334,1.3,9915,-0.25
1581860189.3768232,533.19,0.23,0.22,2341,1.3,9926.07,0.36
1581860219.8380866,531.03,0.23,0.22,2344,1.3,9916.41,0.34
1581860250.9759002,533.93,0.23,0.22,2344,1.3,9915.96,-0.08
1581860281.6234791,538.23,0.23,0.22,2363,1.31,9917.27,0.2
1581860312.470636,539.79,0.23,0.22,2377,1.32,9917.04,0.42
1581860342.7616549,540.99,0.23,0.22,2373,1.32,9919.54,0.34
1581860374.513099,546.93,0.23,0.23,2389,1.33,9920.29,-0.12
1581860405.7686417,551,0.23,0.23,2399,1.33,9918.41,-0.36
1581860435.895461,555.46,0.23,0.23,2409,1.34,9908.27,0.41
1581860466.4356084,554.56,0.23,0.23,2414,1.34,9904.56,-0.2
1581860496.592955,552.7,0.23,0.23,2409,1.34,9899.49,0.79
1581860527.2932138,554.73,0.23,0.22,2409,1.34,9898.42,0.15
1581860557.6799831,551.68,0.23,0.22,2418,1.34,9913.01,0.73
1581860588.359441,554.83,0.23,0.22,2425,1.35,9917.92,0.41
1581860618.9955354,558.99,0.23,0.23,2419,1.34,9913.86,0.15
1581860651.1233947,553.74,0.23,0.22,2406,1.34,9914.49,0.15
1581860681.2028558,557.52,0.23,0.22,2425,1.35,9920,0.36
1581860711.6423707,556.53,0.23,0.22,2421,1.35,9917.24,0.34
1581860741.8324022,560.26,0.23,0.23,2429,1.35,9917.24,0.36
1581860773.4457815,557.97,0.23,0.23,2418,1.34,9936.07,-0.16
1581860803.8169029,561.67,0.23,0.23,2417,1.34,9942.95,-0.3
1581860834.1480427,563.51,0.23,0.23,2423,1.35,9938.32,0.79
1581860864.1869316,564.55,0.23,0.24,2430,1.35,9943.68,0.46
1581860894.4369428,565.53,0.23,0.24,2427,1.35,9944.02,0.35
1581860926.2494016,569.54,0.23,0.24,2430,1.35,9942.51,0.73
1581860956.9218733,573.32,0.23,0.24,2456,1.37,9939.66,-0.42
1581860986.986501,572.26,0.23,0.24,2463,1.37,9940,0.36
1581861017.1373434,566.56,0.23,0.24,2457,1.37,9944.11,0.82
1581861047.3561995,563.2,0.23,0.23,2449,1.36,9940.75,0.42
1581861077.7137656,566.34,0.23,0.24,2445,1.36,9937.3,0.19
1581861108.5989952,565.45,0.23,0.24,2441,1.36,9937.3,-0.08
1581861138.9110093,568.71,0.23,0.24,2451,1.36,9938.67,0.15
1581861169.4079819,565.76,0.23,0.24,2432,1.35,9938.66,0.76
1581861200.6596055,567.05,0.23,0.24,2430,1.35,9937.49,0.46
1581861230.7326438,569.26,0.23,0.24,2441,1.36,9945.97,0.36
1581861260.9217455,569.98,0.23,0.24,2449,1.36,9948.7,0.79
1581861290.9449599,565.51,0.23,0.24,2447,1.36,9947.44,0.15
1581861323.409894,566.53,0.23,0.24,2439,1.36,9949.01,0.53
1581861354.2037401,562.1,0.23,0.24,2429,1.35,9948.16,0.29
1581861384.5716972,568.12,0.24,0.25,2410,1.34,9949.87,0.04
1581861414.7389972,560.22,0.23,0.25,2387,1.33,9939.64,0.41
1581861444.9900315,557.53,0.23,0.25,2385,1.33,9940.87,0.15
1581861475.6653812,561.01,0.23,0.25,2395,1.33,9945.97,-0.45
1581861505.693467,556.7,0.23,0.24,2400,1.33,9945.97,-0.04
1581861535.8553212,553.75,0.23,0.24,2400,1.33,9949.19,0.03
1581861566.7806194,553.54,0.23,0.24,2393,1.33,9947.35,0.15
1581861597.5091312,550.5,0.23,0.24,2377,1.32,9945.97,-0.63
1581861628.1829145,555.28,0.23,0.24,2406,1.34,9946.27,0.18
1581861658.4767268,557.22,0.23,0.24,2434,1.35,9946.27,0.35
1581861688.7296386,558.28,0.23,0.24,2454,1.36,9956.17,0.23
1581861719.0586405,560.33,0.23,0.24,2460,1.37,9970.4,0.1
1581861749.171917,573.02,0.23,0.25,2467,1.37,9973.74,0.32
1581861779.444495,574.57,0.23,0.25,2467,1.37,9972.93,0.36
1581861809.5760083,575.56,0.23,0.25,2467,1.37,9976.34,0.15
